source,path,reason
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/Bs30_change_180.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/Bs107_hight.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(68).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/Bs85_lower.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(234).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/tomato-septoria-leaf-spot-grabowski.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(205).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(117).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs65_change_90.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(21).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs74_hight.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs29_change_270.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs65_lower.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs44_mirror.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/BS_(16).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs44_change_180.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/Bs107_lower.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/Bs25_change_180.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(219).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(2).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs8_change_90.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs74_mirror_vertical.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/BS_(19).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(10).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(3).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(6).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bacterial-speck-tomato-leaves.jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(140).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs44_hight.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs107_change_180.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs64_change_270.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs58_change_270.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/BS_(29).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(36).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs107.JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs55_change_180.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Leafspotx450xBugwood.jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs83_lower.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(46).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs44_mirror_vertical.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/BS_(5).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(343).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(326).JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(115).JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(49).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(51).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(147).JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(982).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(581).JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(75).JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(1000).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(9).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(47).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(31).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(973).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(38).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(154).JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(32).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(986).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(21).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(212).JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/220px-Alternaria_solani_-_leaf_lesions.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(985).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(27).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/early-blight-potatoes-400x261.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/gn201410308259997ar-jpg.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/images.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(871).JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(42).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/Early_Blight_of_Tomato1687.jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(23).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(4).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(311).JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(402).JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(968).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(13).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(997).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(55).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(3).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/Tomato-early-blight_1_1-12wmver.jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(15).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(991).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/hqdefault.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(325).JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(16).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(178).JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(40).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(2).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(972).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(998).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(994).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(757).JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(33).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(35).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(48).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(50).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(24).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(404).JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(171).JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(328).JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/unnamed.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/a_solani.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/Early-blight-660x440.jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(25).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(995).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(28).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(6).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/lateblightTom_lesion3.jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(978).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(980).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(1).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(969).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(296).JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/Screen Shot 2016-09-15 at 11.21.24 AM.png,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(987).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(53).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(971).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(26).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(44).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(34).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/7262-drought.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/images (1).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Early_blight/EB_(18).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Early_blight/EB_(992).jpg,exact
